source_country,destination_country,corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,has_tax_treaty,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,tax_treaty_quality,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score
Indonesia,Colombia,10792.22,57.88,4.33,4.85,0,21.86,2359.1793,32.19,60.44,55.45,58.84,46.35,0.282,0.657,0.942,0.292,58.34
Germany,Switzerland,1922.68,121.68,11.15,17.67,0,28.62,550.271,43.66,44.59,56.07,43.76,76.34,0.225,0.593,0.219,0.576,50.48
Belgium,Saudi Arabia,0.5,51.52,11.61,29.93,1,20.83,0.1041,29.12,54.6,51.47,26.94,40.24,0.586,0.859,0.433,0.304,21.03
Egypt,United Arab Emirates,57639.95,46.72,8.9,10.67,0,10.1,5821.6349,57.72,46.88,38.81,39.59,55.5,0.94,0.971,0.706,0.553,58.2
Philippines,Thailand,3.54,26.38,11.23,16.52,0,12.42,0.4397,45.1,50.09,37.68,52.65,84.76,0.019,0.232,0.801,0.396,35.42
United Kingdom,Ireland,34696.69,296.63,7.88,21.32,0,12.01,4167.0725,65.97,61.78,37.98,43.58,66.49,0.302,0.841,0.947,0.163,55.34
Saudi Arabia,Mexico,54.44,58.45,9.07,21.89,0,8.34,4.5403,65.54,43.81,43.2,50.4,35.55,0.254,0.468,0.456,0.933,43.02
Japan,Kenya,1852.28,107.48,9.8,7.47,0,21.04,389.7197,45.77,61.56,34.74,57.57,64.67,0.951,0.132,0.582,0.741,52.5
France,Colombia,10565.63,287.5,8.01,3.97,0,6.46,682.5397,83.58,54.24,70.61,54.9,59.38,0.321,0.26,0.926,0.05,57.94
Poland,Argentina,1.2,204.9,7.62,10.18,0,12.92,0.155,63.33,61.6,36.17,56.67,25.24,0.249,0.188,0.085,0.979,32.63
Portugal,United Kingdom,4.47,107.26,8.32,12.48,0,27.27,1.219,52.08,45.38,34.98,46.7,43.48,0.617,0.694,0.494,0.173,34.52
Thailand,Russia,5.6,169.48,2.35,0.64,1,7.23,0.4049,56.21,70.92,39.6,36.26,41.29,0.196,0.976,0.502,0.519,25.78
Spain,India,7.88,11.14,2.16,25.81,1,13.6,1.0717,44.52,52.19,40.88,40.73,74.98,0.878,0.741,0.319,0.17,32.18
United States,Vietnam,0.37,122.81,6.6,4.25,0,14.22,0.0526,54.26,57.45,30.11,48.24,31.64,0.665,0.582,0.646,0.172,28.72
Brazil,United Kingdom,104.77,27.42,8.03,18.71,0,18.78,19.6758,22.26,49.27,56.32,61.99,73.21,0.819,0.084,0.372,0.296,48.44
Indonesia,Poland,1.19,133.45,5.12,14.99,1,4.43,0.0527,46.0,33.15,49.54,51.68,67.86,0.178,0.928,0.832,0.521,36.31
Philippines,Netherlands,416985.6,122.79,3.87,22.36,1,6.68,27854.6381,37.34,46.7,29.43,61.74,51.06,0.253,0.217,0.88,0.772,72.82
Kenya,Argentina,1.19,229.3,7.14,17.82,1,12.9,0.1535,50.94,41.56,68.48,27.98,31.61,0.062,0.348,0.189,0.096,25.15
Brazil,Saudi Arabia,5.13,161.19,2.97,21.29,1,6.56,0.3365,51.97,55.58,62.28,62.19,70.2,0.934,0.858,0.502,0.893,39.01
Nigeria,Kenya,71.21,225.36,6.17,19.05,1,14.9,10.6103,62.95,58.41,31.05,50.49,24.01,0.099,0.541,0.737,0.728,40.9
United States,Philippines,466308.25,147.27,4.75,19.52,1,14.31,66728.7106,58.82,70.36,23.59,68.89,56.66,0.957,0.117,0.58,0.533,71.28
Malaysia,Ethiopia,1.77,204.29,11.89,24.66,0,14.42,0.2552,71.55,58.21,39.23,41.11,77.49,0.566,0.952,0.636,0.764,27.75
United States,Argentina,7.53,145.18,9.23,12.36,1,15.47,1.1649,59.97,52.38,47.97,60.82,26.91,0.406,0.075,0.113,0.462,40.06
Spain,Nigeria,61.76,176.55,9.74,3.2,1,16.77,10.3572,19.84,48.15,60.1,43.83,36.83,0.031,0.398,0.902,0.018,39.89
Russia,Malaysia,437.1,232.2,0.21,26.32,0,25.11,109.7558,53.49,62.94,62.95,45.67,53.51,0.865,0.015,0.001,0.046,43.29
Philippines,Canada,1397.07,261.48,7.24,19.35,0,28.76,401.7973,32.37,80.1,26.73,59.85,52.41,0.761,0.914,0.878,0.804,48.89
Nigeria,Mexico,40.41,207.94,0.76,8.14,1,24.84,10.0378,33.1,73.77,48.17,52.84,34.7,0.039,0.142,0.436,0.478,37.16
Brazil,Australia,1831.97,102.88,2.74,19.06,1,4.47,81.8891,51.04,58.69,36.62,50.59,47.84,0.232,0.225,0.729,0.218,50.25
United Arab Emirates,India,15387.08,121.34,7.97,28.4,0,24.48,3766.7572,44.76,59.0,60.08,46.47,63.02,0.712,0.321,0.842,0.14,54.7
Australia,Portugal,19.67,113.63,1.19,2.0,1,9.84,1.9355,57.98,36.87,41.3,58.35,86.74,0.874,0.732,0.119,0.581,44.73
Colombia,South Africa,6.6,254.98,7.32,1.1,0,18.36,1.2118,26.94,52.45,74.81,44.12,32.5,0.037,0.474,0.794,0.48,33.03
Ireland,Mexico,1.94,206.86,3.9,3.67,1,20.5,0.3977,33.0,63.42,40.19,51.63,77.64,0.279,0.382,0.592,0.397,31.09
Egypt,Nigeria,49593.92,45.28,7.33,7.71,1,10.79,5351.184,67.68,56.81,50.25,59.44,68.56,0.531,0.234,0.54,0.41,63.72
China,Netherlands,53.58,222.16,6.27,15.5,1,11.32,6.0653,77.85,59.04,78.84,62.7,74.62,0.051,0.143,0.897,0.846,44.85
Switzerland,Belgium,606.93,193.59,10.91,13.56,0,28.16,170.9115,75.87,42.41,44.21,30.21,47.69,0.995,0.982,0.528,0.342,42.16
France,Turkey,1854.74,295.82,10.04,2.39,1,19.3,357.9648,54.23,81.01,44.39,46.56,46.59,0.148,0.861,0.089,0.829,44.21
United States,Colombia,534925.91,8.51,10.07,9.55,0,5.5,29420.9251,43.22,61.97,60.6,52.17,74.76,0.315,0.121,0.826,0.798,66.66
United Kingdom,Netherlands,19.69,264.4,3.73,21.44,0,27.64,5.4423,77.76,40.56,46.75,41.09,70.74,0.245,0.353,0.322,0.874,37.1
France,Indonesia,2692.05,91.11,8.05,2.58,1,14.54,391.4241,37.38,44.73,28.19,59.98,41.43,0.508,0.24,0.422,0.766,57.91
Turkey,Netherlands,1.74,29.25,9.73,7.69,1,26.24,0.4566,78.37,64.77,39.19,37.1,25.84,0.373,0.124,0.214,0.264,24.8
Singapore,Portugal,127801.92,82.67,3.26,8.12,0,19.48,24895.814,79.38,44.11,78.86,40.91,41.8,0.627,0.692,0.278,0.614,61.59
Italy,Malaysia,0.61,213.54,10.01,23.01,1,16.06,0.098,50.89,91.11,75.27,33.13,39.39,0.776,0.766,0.523,0.065,16.41
Argentina,Malaysia,540261.54,70.62,2.96,12.14,1,19.95,107782.1772,52.5,57.09,66.58,31.91,73.81,0.128,0.133,0.655,0.17,59.56
United Kingdom,Malaysia,141.73,44.52,3.37,8.38,0,22.25,31.5349,64.01,58.46,36.82,58.05,42.33,0.616,0.099,0.466,0.587,45.89
Thailand,Russia,114512.02,174.43,2.62,5.32,0,26.05,29830.3812,39.79,52.84,39.9,28.97,56.63,0.305,0.526,0.546,0.449,54.75
Japan,United Kingdom,0.17,103.89,9.55,11.73,1,4.32,0.0073,49.4,30.57,46.99,58.12,32.84,0.563,0.012,0.779,0.654,37.59
Nigeria,Poland,49088.36,172.08,8.97,14.18,0,17.39,8536.4658,41.03,73.34,41.89,35.72,74.82,0.808,0.964,0.054,0.978,50.89
Netherlands,Singapore,1.93,47.55,7.85,0.46,1,25.28,0.4879,49.2,55.5,66.77,46.81,41.35,0.376,0.023,0.225,0.131,30.74
Switzerland,Ireland,0.15,291.35,1.78,28.44,1,9.78,0.0147,28.6,69.29,44.0,66.41,66.73,0.993,0.703,0.556,0.791,33.11
Vietnam,Singapore,3.14,116.91,0.89,0.29,1,9.69,0.3043,56.88,50.06,42.28,72.11,55.5,0.301,0.05,0.894,0.974,42.95
Singapore,South Africa,31474.68,294.0,3.49,8.07,1,24.75,7789.9833,22.62,54.31,7.74,43.32,18.29,0.743,0.492,0.001,0.208,56.45
United States,Ireland,429.52,78.36,3.64,21.43,1,15.38,66.0602,44.1,46.03,42.73,37.46,65.16,0.092,0.568,0.202,0.457,43.34
Colombia,United Kingdom,52.17,164.82,8.85,9.01,0,26.67,13.9137,48.57,63.73,47.01,52.37,71.91,0.119,0.097,0.882,0.318,39.71
Indonesia,Russia,20.33,46.75,6.97,24.15,0,9.73,1.9781,43.59,33.47,58.67,36.6,66.31,0.25,0.582,0.054,0.059,36.81
United States,Singapore,8797.92,164.03,1.28,15.21,0,17.83,1568.6691,79.95,48.88,20.4,51.7,55.44,0.136,0.227,0.951,0.222,57.2
Netherlands,France,1.31,32.94,9.3,28.51,1,7.47,0.0979,29.94,56.75,44.72,32.78,9.55,0.602,0.219,0.242,0.143,24.19
Brazil,South Africa,767828.7,42.51,8.87,27.76,1,6.99,53671.2261,66.41,48.88,77.2,69.32,23.59,0.974,0.259,0.894,0.978,77.19
Switzerland,Thailand,59775.33,12.42,7.54,9.99,0,22.98,13736.3708,92.37,57.75,50.72,46.96,25.53,0.163,0.318,0.183,0.453,59.08
Vietnam,Thailand,350454.65,279.91,9.44,28.58,0,6.91,24216.4163,90.69,65.48,28.06,47.22,61.3,0.16,0.06,0.806,0.303,62.76
Japan,Singapore,4.44,259.91,9.78,9.23,1,17.13,0.7606,77.47,55.99,37.83,56.43,67.1,0.786,0.017,0.088,0.124,36.28
South Africa,Poland,712.88,161.7,5.67,0.08,1,9.41,67.082,69.0,66.65,71.31,44.45,47.31,0.405,0.866,0.182,0.161,43.47
Saudi Arabia,France,41212.66,60.01,10.39,3.55,1,19.77,8147.7429,75.96,49.65,8.83,64.73,29.67,1.0,0.202,0.958,0.08,66.73
India,Nigeria,12.15,281.35,9.8,7.22,1,12.34,1.4993,56.01,59.74,75.07,45.65,63.34,0.617,0.751,0.845,0.636,33.77
Indonesia,India,2516.54,27.73,11.51,10.22,1,16.65,419.0039,55.1,47.19,60.32,38.11,52.61,0.468,0.945,0.616,0.976,48.48
Thailand,Russia,233.27,233.59,6.52,14.55,0,26.96,62.8896,57.06,41.05,67.79,44.47,39.88,0.031,0.17,0.213,0.395,45.38
Australia,Philippines,1246.12,237.86,4.74,20.07,1,18.97,236.389,38.38,62.27,61.22,55.33,58.73,0.365,0.749,0.839,0.895,50.32
India,Kenya,312036.58,69.19,4.49,29.38,1,4.95,15445.8107,77.39,66.31,24.99,51.14,44.32,0.913,0.739,0.229,0.147,63.82
Kenya,Indonesia,22159.23,215.72,11.87,20.95,1,7.18,1591.0327,83.98,45.05,52.22,48.32,43.12,0.26,0.994,0.959,0.32,59.29
Australia,Singapore,663.84,27.53,5.5,14.78,0,19.81,131.5067,50.84,59.19,48.89,67.19,24.46,0.383,0.154,0.772,0.423,53.86
Malaysia,Germany,123.25,13.06,2.6,24.81,1,13.73,16.9222,53.42,38.62,57.67,47.29,22.18,0.776,0.889,0.706,0.672,45.15
Brazil,Spain,6.56,226.76,8.29,12.08,0,9.65,0.633,35.86,40.04,25.23,57.71,57.05,0.835,0.207,0.418,0.138,40.93
Belgium,Mexico,11330.5,251.59,7.37,12.19,0,17.93,2031.5586,85.63,30.91,45.26,46.09,73.36,0.944,0.604,0.905,0.596,59.28
India,Italy,2.2,198.59,4.0,13.51,1,20.29,0.4464,42.81,45.43,27.87,43.57,25.02,0.21,0.402,0.176,0.944,31.71
Germany,Colombia,64703.24,197.12,5.98,18.2,1,8.61,5570.949,64.6,53.01,10.45,33.9,54.66,0.425,0.579,0.18,0.413,55.03
Ireland,India,0.47,293.89,3.34,20.36,1,5.21,0.0245,25.57,54.96,43.95,30.06,34.45,0.039,0.342,0.413,0.459,22.15
Egypt,Australia,109945.76,134.97,6.85,23.48,1,14.23,15645.2816,33.71,57.88,67.52,47.03,53.6,0.325,0.699,0.991,0.493,60.84
Australia,Thailand,3.59,197.4,3.72,23.17,1,24.99,0.8971,64.51,53.29,40.28,52.94,30.62,0.627,0.374,0.816,0.419,34.93
Vietnam,United States,1.54,165.96,8.05,27.67,0,9.15,0.1409,83.57,50.48,26.83,31.52,77.18,0.899,0.348,0.358,0.041,25.21
Spain,Malaysia,94308.12,22.52,7.49,21.88,1,21.42,20200.7993,57.15,67.44,52.84,53.86,52.82,0.875,0.295,0.812,0.027,61.22
Egypt,Australia,0.77,289.95,3.38,8.11,0,6.44,0.0496,67.73,67.57,30.47,55.71,69.58,0.481,0.309,0.595,0.867,30.42
Argentina,Spain,2264.33,240.06,7.11,5.42,1,10.3,233.226,43.44,63.71,54.58,43.2,26.98,0.103,0.906,0.766,0.026,46.91
Poland,Saudi Arabia,16.14,45.54,0.92,4.99,0,22.28,3.596,55.97,41.87,50.15,46.01,35.78,0.442,0.917,0.374,0.741,38.26
France,Portugal,655.83,213.92,3.2,23.94,1,12.02,78.8308,46.52,40.42,57.89,62.98,44.44,0.881,0.758,0.873,0.943,55.89
Poland,Netherlands,525103.66,86.11,10.62,10.01,1,11.5,60386.9209,80.31,52.82,28.73,45.29,46.86,0.125,0.585,0.875,0.737,65.69
China,Ireland,1.3,59.15,4.33,22.65,0,24.9,0.3237,72.89,61.26,53.62,48.94,53.69,0.946,0.793,0.594,0.788,29.74
Philippines,China,66119.1,135.8,1.79,11.96,1,14.74,9745.9553,53.84,34.08,46.1,48.84,65.44,0.76,0.575,0.16,0.836,64.86
Egypt,Thailand,92309.37,209.97,5.15,0.64,0,21.48,19828.0527,31.37,60.31,33.18,40.38,34.41,0.713,0.354,0.424,0.445,57.19
Egypt,Australia,2.75,260.87,2.54,12.31,0,24.81,0.6823,68.1,55.92,51.48,62.53,58.48,0.46,0.464,0.894,0.752,37.65
Russia,Netherlands,1.82,292.53,9.86,26.4,0,26.46,0.4816,30.11,50.34,29.67,41.04,33.39,0.56,0.445,0.269,0.428,29.35
Thailand,Russia,138.18,229.45,0.33,10.77,1,8.76,12.1046,46.13,43.95,51.14,68.3,44.51,0.979,0.003,0.482,0.944,52.82
Saudi Arabia,Turkey,17.74,179.04,0.39,23.94,0,6.94,1.2312,46.32,42.27,45.02,46.64,74.17,0.051,0.728,0.351,0.416,38.69
Singapore,Thailand,19280.95,124.22,11.11,27.04,0,12.42,2394.694,70.9,60.15,45.75,54.56,49.54,0.777,0.308,0.02,0.976,58.36
Mexico,United Kingdom,23.03,15.77,8.53,13.33,1,7.85,1.8079,38.5,67.1,42.87,30.92,53.51,0.421,0.888,0.016,0.512,28.15
Spain,Nigeria,328.6,102.2,7.25,24.79,1,7.75,25.4665,55.98,67.39,46.85,54.1,39.22,0.994,0.323,0.828,0.694,44.95
Ireland,Mexico,22644.34,230.63,6.63,12.04,1,14.55,3294.7515,19.53,67.65,49.28,49.12,29.54,0.767,0.509,0.16,0.12,55.15
Nigeria,Egypt,176.02,139.97,10.99,0.18,1,7.49,13.1839,38.79,57.82,56.23,61.67,42.18,0.958,0.302,0.775,0.61,48.09
Thailand,Brazil,0.28,105.29,6.56,5.7,1,17.56,0.0492,51.81,73.13,68.06,56.93,49.5,0.822,0.075,0.006,0.634,28.86
Egypt,Australia,25.48,195.33,7.04,22.67,0,21.26,5.417,68.38,49.73,60.43,36.02,38.57,0.054,0.599,0.204,0.513,33.95
Germany,Colombia,1.3,49.32,2.15,28.38,0,24.26,0.3154,70.05,49.36,46.11,39.91,71.47,0.642,0.467,0.592,0.112,28.5
Australia,China,39688.4,124.81,1.76,16.72,0,11.0,4365.724,38.03,54.06,36.24,65.43,53.24,0.63,0.184,0.9,0.081,66.02
Japan,Switzerland,1.37,263.69,2.74,17.9,0,8.91,0.1221,27.88,63.98,40.1,58.45,50.47,0.449,0.132,0.891,0.308,33.08
Mexico,Russia,322.57,28.35,6.49,13.19,1,7.3,23.5476,29.78,65.01,74.94,39.04,65.6,0.249,0.369,0.127,0.428,39.35
Belgium,Vietnam,9.68,26.74,4.6,9.31,1,13.59,1.3155,57.68,58.9,33.86,43.77,81.66,0.398,0.966,0.345,0.61,32.59
Japan,Ireland,5.44,99.58,6.72,14.32,1,11.95,0.6501,54.36,32.67,53.37,59.6,23.2,0.608,0.247,0.599,0.155,42.7
India,Germany,10.65,19.65,11.75,20.95,1,18.89,2.0118,58.2,79.17,29.76,36.79,44.49,0.204,0.812,0.132,0.591,25.99
Thailand,Switzerland,1.31,236.84,11.29,4.06,0,29.24,0.383,36.62,45.87,63.82,61.43,44.77,0.261,0.906,0.777,0.921,37.82
Indonesia,Philippines,546.56,264.41,1.21,19.77,0,5.07,27.7106,68.84,57.28,64.5,61.13,58.96,0.847,0.31,0.318,0.964,51.25
Italy,Philippines,0.48,20.29,5.98,5.89,0,29.76,0.1428,29.85,56.62,64.78,29.79,44.71,0.071,0.198,0.184,0.294,21.73
Argentina,Netherlands,707.38,5.03,3.4,12.94,1,11.47,81.1365,68.67,50.89,30.22,59.68,75.71,0.471,0.034,0.483,0.239,52.7
Malaysia,France,7.51,118.14,11.66,1.11,0,13.85,1.0401,42.69,62.83,62.7,32.22,54.49,0.249,0.666,0.051,0.011,26.52
India,Switzerland,17.08,96.97,6.57,29.54,0,24.71,4.2205,55.85,48.27,40.13,56.33,43.07,0.915,0.544,0.021,0.445,41.26
Italy,China,1805.36,104.69,11.66,11.46,1,6.56,118.4316,44.84,39.9,58.93,44.2,44.92,0.053,0.769,0.483,0.969,51.41
Australia,France,610.89,218.25,8.37,26.57,1,3.94,24.0691,46.03,34.46,18.35,56.08,44.34,0.186,0.119,0.684,0.988,54.12
Kenya,India,214.95,285.83,4.49,8.36,1,18.39,39.5293,54.41,69.67,56.8,57.09,46.19,0.572,0.729,0.998,0.132,44.46
Thailand,India,34.92,292.99,1.83,11.53,1,14.21,4.9621,61.78,54.0,28.04,58.41,41.05,0.829,0.371,0.429,0.837,42.93
India,Nigeria,1277.88,179.75,11.86,1.76,0,8.58,109.6421,42.48,58.32,31.15,51.9,60.12,0.649,0.187,0.133,0.967,49.81
Ethiopia,Netherlands,4276.65,81.05,3.43,18.9,0,12.15,519.613,65.66,52.85,33.22,49.66,33.4,0.629,0.529,0.98,0.157,53.5
Indonesia,Japan,0.73,186.88,0.82,20.98,1,29.09,0.2124,71.79,50.72,44.26,34.83,15.19,0.016,0.197,0.374,0.199,25.37
France,Mexico,301.55,32.7,5.19,10.41,1,10.25,30.9089,30.72,42.27,39.81,64.41,68.79,0.68,0.32,0.46,0.573,53.85
Belgium,Poland,60.96,289.51,11.25,25.43,1,11.18,6.8153,32.39,68.23,55.33,63.66,56.7,0.469,0.772,0.801,0.089,43.77
Canada,Brazil,1.4,183.02,5.3,7.26,0,8.59,0.1203,58.53,54.8,29.01,64.09,51.59,0.24,0.164,0.859,0.653,37.21
Turkey,China,3.69,162.8,4.19,4.22,0,9.56,0.3528,64.55,49.64,25.39,47.55,38.89,0.66,0.605,0.331,0.321,33.57
Spain,Singapore,189188.22,21.99,11.13,9.71,0,28.98,54826.7462,38.81,60.78,56.39,61.07,21.07,0.914,0.493,0.726,0.7,67.45
Switzerland,Kenya,0.16,241.78,0.24,16.76,0,24.94,0.0399,48.16,45.18,59.1,38.15,27.71,0.132,0.496,0.367,0.167,26.65
India,Mexico,64989.8,9.07,0.67,21.2,0,21.56,14011.8009,70.4,46.69,44.35,62.03,78.22,0.646,0.209,0.679,0.749,67.56
Germany,Russia,1553.08,213.29,5.24,17.68,1,3.19,49.5433,59.38,42.01,64.43,55.25,59.38,0.381,0.131,0.806,0.075,54.97
Netherlands,Ireland,338453.79,72.25,0.39,20.99,0,15.92,53881.8434,63.45,76.11,46.53,56.66,59.88,0.637,0.341,0.513,0.501,64.31
Nigeria,Argentina,479.75,166.08,5.9,9.89,1,17.42,83.5725,45.78,53.16,78.71,57.14,44.68,0.969,0.391,0.269,0.775,50.1
Poland,Turkey,627272.88,257.61,10.33,13.34,0,7.98,50056.3758,63.36,32.59,72.87,61.68,32.78,0.406,0.278,0.752,0.358,76.8
Brazil,Russia,195.8,86.01,0.28,11.59,1,20.48,40.0998,42.36,47.11,58.17,38.01,59.38,0.26,0.77,0.848,0.202,41.08
Mexico,United States,387.18,73.85,3.96,14.1,0,16.32,63.1878,52.36,66.15,41.25,58.61,53.69,0.333,0.049,0.873,0.747,47.47
India,Mexico,2922.74,247.98,5.81,14.54,1,11.05,322.9628,59.64,57.41,48.23,64.38,46.0,0.752,0.492,0.64,0.953,57.38
Spain,Ireland,0.21,199.07,5.3,5.06,1,18.4,0.0386,42.59,58.07,38.32,42.86,44.66,0.191,0.312,0.471,0.533,26.08
Australia,Switzerland,0.29,270.31,8.91,29.8,0,17.52,0.0508,54.7,65.82,24.69,61.07,31.31,0.766,0.168,0.377,0.623,32.0
Kenya,Netherlands,313792.48,66.89,10.22,13.3,0,9.54,29935.8026,66.69,71.3,54.79,47.0,27.46,0.295,0.147,0.623,0.594,61.18
Japan,Turkey,0.86,218.86,2.8,14.21,1,19.77,0.17,20.49,60.91,50.79,50.41,40.08,0.799,0.542,0.466,0.447,29.78
Argentina,Vietnam,298.4,97.59,7.2,2.32,0,23.72,70.7805,43.37,49.88,54.77,34.23,44.53,0.405,0.55,0.023,0.156,40.22
France,Japan,4.62,122.75,1.48,3.44,0,13.34,0.6163,55.41,52.62,61.16,56.15,26.17,0.134,0.808,0.76,0.966,36.93
Colombia,Singapore,3.44,234.9,7.16,4.32,0,27.63,0.9505,66.33,56.83,39.08,48.33,31.43,0.414,0.519,0.691,0.013,32.28
Canada,China,75692.07,199.17,10.58,3.0,1,5.04,3814.8803,65.16,32.99,44.38,45.43,72.62,0.822,0.263,0.076,0.064,64.1
Canada,Japan,357653.94,293.44,9.56,25.52,0,29.76,106437.8125,44.05,48.02,56.51,45.97,54.66,0.053,0.882,0.357,0.512,65.81
Netherlands,United States,254013.05,296.95,9.87,12.7,1,13.31,33809.137,22.57,55.53,53.43,68.66,64.41,0.706,0.16,0.509,0.962,72.39
United Kingdom,Singapore,900.63,31.17,6.8,27.65,1,20.33,183.0981,24.77,58.12,58.94,29.29,50.18,0.024,0.467,0.255,0.177,39.79
Malaysia,Poland,9.64,29.29,7.6,8.03,0,16.05,1.5472,75.48,51.28,63.98,55.08,37.01,0.788,0.3,0.591,0.817,38.62
Argentina,Netherlands,0.15,298.89,7.18,21.57,0,12.22,0.0183,42.39,70.39,51.83,40.6,44.43,0.585,0.707,0.46,0.6,22.57
Mexico,Germany,0.1,299.23,9.01,27.46,1,26.31,0.0263,59.91,49.02,55.06,54.47,13.06,0.972,0.554,0.474,0.452,32.26
Switzerland,Saudi Arabia,50091.87,40.49,3.67,18.5,0,26.46,13254.3088,32.86,63.71,30.1,56.44,38.92,0.128,0.218,0.381,0.612,61.17
China,Brazil,252.22,134.41,10.24,7.88,0,6.12,15.4359,66.02,66.87,32.28,51.75,47.98,0.937,0.969,0.481,0.181,43.35
India,Switzerland,191.32,76.15,2.95,7.58,1,20.02,38.3023,56.55,43.27,49.97,50.39,45.19,0.824,0.214,0.285,0.441,46.73
Portugal,South Africa,0.23,160.86,4.61,1.55,0,18.4,0.0423,47.71,25.59,60.33,30.22,45.06,0.015,0.798,0.631,0.32,27.57
Colombia,United Arab Emirates,70.12,166.64,10.09,4.28,1,12.63,8.8562,43.75,42.4,34.13,59.65,57.64,0.432,0.335,0.326,0.831,47.73
Canada,Netherlands,32948.02,13.06,5.02,1.1,1,12.47,4108.6181,34.78,61.94,40.59,38.01,35.61,0.032,0.32,0.372,0.14,52.93
United Kingdom,Germany,0.63,66.28,6.5,6.27,0,21.04,0.1326,65.08,36.34,60.46,48.88,40.12,0.217,0.186,0.793,0.173,33.7
South Africa,Saudi Arabia,1.65,21.08,9.76,28.52,0,16.35,0.2698,74.86,49.88,34.79,56.39,49.05,0.774,0.335,0.333,0.847,35.4
Thailand,China,38.74,77.66,7.75,1.82,1,6.03,2.336,60.54,46.14,62.78,48.52,60.66,0.434,0.318,0.926,0.127,40.84
Ireland,Spain,17201.39,50.46,2.59,27.32,1,14.96,2573.3279,31.55,59.54,60.78,40.98,44.07,0.213,0.659,0.578,0.413,52.72
Japan,Netherlands,908.97,179.12,2.99,18.25,0,13.86,125.9832,47.63,56.44,30.84,64.27,73.11,0.131,0.059,0.274,0.614,54.15
United States,Ireland,187785.49,119.05,3.45,6.24,0,29.48,55359.1625,50.89,61.3,75.03,34.9,92.38,0.389,0.703,0.109,0.139,56.86
Switzerland,India,3.21,247.09,3.29,25.39,0,7.75,0.2488,61.83,53.84,49.7,37.19,70.33,0.329,0.6,0.773,0.028,28.27
Saudi Arabia,United Kingdom,21376.19,28.98,2.87,8.17,1,24.87,5316.2585,61.04,64.94,44.0,50.71,53.19,0.062,0.071,0.909,0.091,56.16
France,United States,0.22,96.91,10.81,4.85,0,19.05,0.0419,89.82,60.73,32.67,49.9,17.64,0.955,0.77,0.261,0.156,28.39
Germany,Mexico,0.27,146.03,11.82,2.89,0,18.59,0.0502,35.9,71.64,47.96,60.44,47.36,0.926,0.817,0.162,0.933,30.54
Netherlands,France,0.68,252.91,5.62,18.96,1,15.91,0.1082,72.32,58.33,41.28,62.0,33.46,0.789,0.08,0.986,0.122,34.64
Turkey,Japan,0.68,88.77,0.77,21.3,0,10.44,0.071,42.45,45.49,37.09,49.9,64.31,0.497,0.312,0.809,0.934,32.36
Saudi Arabia,Belgium,478.61,273.4,5.23,18.14,0,5.77,27.6158,63.91,61.25,53.0,50.93,53.53,0.852,0.184,0.76,0.362,45.99
India,Kenya,0.14,17.64,3.67,29.97,1,9.98,0.014,70.4,70.46,30.03,50.05,37.74,0.968,0.98,0.972,0.76,26.31
India,Kenya,71.37,61.69,8.7,3.65,0,8.57,6.1164,24.34,25.7,61.21,57.03,11.91,0.001,0.092,0.228,0.89,50.07
Turkey,Malaysia,4667.63,248.68,11.36,9.43,1,14.72,687.0751,62.07,59.21,62.35,41.65,43.13,0.489,0.981,0.54,0.851,49.28
Netherlands,Spain,4.99,27.77,4.13,22.77,0,11.57,0.5773,50.01,57.47,59.57,56.89,75.38,0.386,0.756,0.674,0.227,36.44
Japan,Canada,3.58,199.89,8.76,21.56,1,14.77,0.5288,64.01,41.3,50.49,41.17,42.56,0.021,0.76,0.965,0.566,32.61
Japan,Belgium,1795.39,165.25,0.37,2.0,0,15.51,278.465,38.99,34.29,60.05,36.01,38.89,0.299,0.899,0.194,0.723,49.24
Philippines,Netherlands,7.68,140.65,10.08,25.79,0,26.91,2.0667,24.26,46.86,23.33,40.35,51.95,0.308,0.72,0.535,0.315,33.02
United States,Thailand,1.66,152.2,9.75,0.45,1,15.0,0.249,46.71,46.15,27.85,50.76,58.5,0.922,0.139,0.605,0.392,33.91
France,Argentina,1.28,148.19,11.43,18.01,0,7.18,0.0919,57.05,57.97,58.2,43.26,20.23,0.396,0.986,0.231,0.157,28.1
Malaysia,India,1.97,18.3,1.32,17.55,0,21.07,0.4151,49.6,43.9,33.94,38.18,61.96,0.146,0.842,0.514,0.368,29.64
Argentina,Japan,3.88,89.27,9.4,21.81,0,10.86,0.4214,72.46,47.31,64.47,66.99,59.47,0.782,0.118,0.912,0.92,41.92
Mexico,Vietnam,9560.68,105.29,4.27,19.77,1,5.46,522.0131,68.52,56.83,33.12,60.96,17.35,0.675,0.391,0.826,0.633,59.55
Japan,South Africa,6133.2,41.32,4.4,4.66,0,20.89,1281.2255,62.06,50.26,33.39,54.01,38.54,0.245,0.83,0.697,0.874,56.8
Japan,Russia,115.21,181.83,7.59,25.54,1,5.68,6.5439,74.7,46.44,57.8,44.88,40.05,0.21,0.524,0.815,0.804,42.43
